"identifier_ric","company_name","ticker_symbol","naics_sector_name","organization_website","contact_email_address","country_of_headquarters","index_name","mx_company_name","mx_country","mx_type","mx_country_group","mx_type_group"
"KEY.N","KeyCorp","KEY","Finance and Insurance","https://www.key.com","Investor_relations@keybank.com","United States","S&P 500","KeyCorp","United States","Provider","United States","Self"
"KEYS.N","Keysight Technologies Inc","KEYS","Manufacturing","https://www.keysight.com/us/en/home.html","investor.relations@keysight.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"KHC.OQ","Kraft Heinz Co","KHC","Manufacturing","https://www.kraftheinzcompany.com/","ir@kraftheinzcompany.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"KIM.N","Kimco Realty Corp","KIM","Real Estate and Rental and Leasing","https://www.kimcorealty.com/","IR@kimcorealty.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"KLAC.OQ","KLA Corp","KLAC","Manufacturing","https://www.kla-tencor.com/","kevin.kessel@kla.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"KMB.N","Kimberly-Clark Corp","KMB","Manufacturing","https://www.kimberly-clark.com/en-us","KC.InvestorRelations@kcc.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"KMI.N","Kinder Morgan Inc","KMI","Transportation and Warehousing","https://www.kindermorgan.com/","km_ir@kindermorgan.com","United States","S&P 500","Cisco","United States","Security","United States","Managed"
"KMX.N","Carmax Inc","KMX","Retail Trade",,"investor_relations@carmax.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"KO.N","Coca-Cola Co","KO","Manufacturing","https://www.coca-colacompany.com/","KOInvestorRelations@coca-cola.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"KR.N","Kroger Co","KR","Retail Trade","https://www.thekrogerco.com/",,"United States","S&P 500","Unknown","Unknown","Unknown","Unknown","Unknown"
"L.N","Loews Corp","L","Finance and Insurance","https://www.loews.com/","IR@loews.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"LDOS.N","Leidos Holdings Inc","LDOS","Professional, Scientific, and Technical Services","https://www.leidos.com/","ir@leidos.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"LEN.N","Lennar Corp","LEN","Construction","https://www.lennar.com/","Ian.Frazer@lennar.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"LH.N","Laboratory Corporation of America Holdings","LH","Health Care and Social Assistance","https://www.labcorp.com","investor@labcorp.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"LHX.N","L3harris Technologies Inc","LHX","Manufacturing","https://www.l3harris.com/","Rajeev.Lalwani@L3Harris.com","United States","S&P 500","L3harris Technologies Inc","United States","Provider","United States","Self"
"LIN.N","Linde PLC","LIN","Manufacturing","https://www.linde.com/","juan.pelaez@linde.com","United Kingdom","S&P 500","Microsoft","United States","Provider","United States","Managed"
"LKQ.OQ","LKQ Corp","LKQ","Wholesale Trade","https://www.lkqcorp.com/","jpboutross@lkqcorp.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"LLY.N","Eli Lilly and Co","LLY","Manufacturing","https://www.lilly.com/",,"United States","S&P 500","Eli Lilly and Co","United States","Provider","United States","Self"
"LMT.N","Lockheed Martin Corp","LMT","Manufacturing","https://www.lockheedmartin.com/","maria.r.lee@lmco.com","United States","S&P 500","Lockheed Martin Corp","United States","Provider","United States","Self"
"LNC.N","Lincoln National Corp","LNC","Finance and Insurance","https://www.lfg.com/","InvestorRelations@LFG.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"LNT.OQ","Alliant Energy Corp","LNT","Utilities","https://www.alliantenergy.com/","InvestorRelations@AlliantEnergy.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"LOW.N","Lowe's Companies Inc","LOW","Retail Trade","http://media.lowes.com/","investorrelations@lowes.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"LRCX.OQ","Lam Research Corp","LRCX","Manufacturing","https://www.lamresearch.com/","investor.relations@lamresearch.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"LUMN.N","Lumen Technologies Inc","LUMN","Information","https://www.centurylink.com/","investor.relations@lumen.com","United States","S&P 500","Lumen Technologies Inc","United States","Provider","United States","Self"
"LUV.N","Southwest Airlines Co","LUV","Transportation and Warehousing","https://www.southwest.com/",,"United States","S&P 500","Unknown","Unknown","Unknown","Unknown","Unknown"
"LVS.N","Las Vegas Sands Corp","LVS","Accommodation and Food Services","https://www.sands.com/",,"United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"LW.N","Lamb Weston Holdings Inc","LW","Wholesale Trade","https://www.lambweston.com/","dexter.congbalay@lambweston.com","United States","S&P 500","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"LYB.N","LyondellBasell Industries NV","LYB","Manufacturing","https://www.lyondellbasell.com/","InvestorRelations@lyb.com","United Kingdom","S&P 500","Microsoft","United States","Provider","United States","Managed"
"LYV.N","Live Nation Entertainment Inc","LYV","Arts, Entertainment, and Recreation","https://www.livenationentertainment.com/","IR@livenation.com","United States","S&P 500","CSC","United States","Security","United States","Managed"
"MA.N","Mastercard Inc","MA","Finance and Insurance","https://investor.mastercard.com/investor-relations/default.aspx","investor.relations@mastercard.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"MAA.N","Mid-America Apartment Communities Inc","MAA","Real Estate and Rental and Leasing","https://www.maac.com/","investor.relations@maac.com","United States","S&P 500","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"MAR.OQ","Marriott International Inc","MAR","Accommodation and Food Services","https://www.marriott.com/","investorrelations@marriott.com","United States","S&P 500","Marriott International Inc","United States","Provider","United States","Self"
"MAS.N","Masco Corp","MAS","Manufacturing","https://masco.com/","david_chaika@mascohq.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"MCD.N","McDonald's Corp","MCD","Accommodation and Food Services","https://www.mcdonalds.com/us/en-us.html",,"United States","S&P 500","McDonald's Corp","United States","Provider","United States","Self"
"MCHP.OQ","Microchip Technology Inc","MCHP","Manufacturing","https://www.microchip.com/","ir@microchip.com","United States","S&P 500","Cisco","United States","Security","United States","Managed"
"MCK.N","Mckesson Corp","MCK","Wholesale Trade","https://www.mckesson.com/","Investors@McKesson.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"MCO.N","Moody's Corp","MCO","Administrative and Support and Waste Management and Remediation Services","https://www.moodys.com/","ir@moodys.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"MDLZ.OQ","Mondelez International Inc","MDLZ","Manufacturing","https://www.mondelezinternational.com/",,"United States","S&P 500","CSC","United States","Security","United States","Managed"
"MDT.N","Medtronic PLC","MDT","Manufacturing","https://www.medtronic.com/","investor.relations@medtronic.com","Ireland","S&P 500","ProofPoint","United States","Security","United States","Managed"
"MET.N","MetLife Inc","MET","Finance and Insurance","https://www.metlife.com/","john.a.hall@metlife.com","United States","S&P 500","Cisco","United States","Security","United States","Managed"
"META.OQ","Meta Platforms Inc","META","Information","https://www.facebook.com","investor@fb.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"MGM.N","MGM Resorts International","MGM","Accommodation and Food Services","https://www.mgmresorts.com/","achapman@mgmresorts.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"MHK.N","Mohawk Industries Inc","MHK","Manufacturing","https://mohawkind.com/","shaila_bettadapur@mohawkind.com","United States","S&P 500","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"MKC.N","McCormick & Company Inc","MKC","Manufacturing","https://www.mccormick.com/",,"United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"MKTX.OQ","Marketaxess Holdings Inc","MKTX","Finance and Insurance","https://www.marketaxess.com/","dcresci@marketaxess.com","United States","S&P 500","Cisco","United States","Security","United States","Managed"
"MLM.N","Martin Marietta Materials Inc","MLM","Mining, Quarrying, and Oil and Gas Extraction","https://www.martinmarietta.com/",,"United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"MMC.N","Marsh & McLennan Companies Inc","MMC","Finance and Insurance","https://www.marshmclennan.com/","mmc.investor.relations@mmc.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"MMM.N","3M Co","MMM","Manufacturing","https://www.3m.com/","investorrelations@3M.com","United States","S&P 500","Cisco","United States","Security","United States","Managed"
"MNST.OQ","Monster Beverage Corp","MNST","Manufacturing","http://monsterbevcorp.com/","jsfetcu@pondel.com","United States","S&P 500","Unknown","Unknown","Unknown","Unknown","Unknown"
"MO.N","Altria Group Inc","MO","Manufacturing","https://www.altria.com/",,"United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"MOH.N","Molina Healthcare Inc","MOH","Health Care and Social Assistance","https://www.molinahealthcare.com/","Joseph.krocheski@molinahealthcare.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"MOS.N","Mosaic Co","MOS","Manufacturing","https://www.mosaicco.com/","investor@mosaicco.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"MPC.N","Marathon Petroleum Corp","MPC","Manufacturing","https://www.marathonpetroleum.com/",,"United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"MPWR.OQ","Monolithic Power Systems Inc","MPWR","Manufacturing","https://www.monolithicpower.com/",,"United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"MRK.N","Merck & Co Inc","MRK","Manufacturing","https://www.merck.com/","investor_relations@merck.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"MRNA.OQ","Moderna Inc","MRNA","Professional, Scientific, and Technical Services","https://www.modernatx.com/","IR@modernatx.com","United States","S&P 500","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"MRO.N","Marathon Oil Corp","MRO","Mining, Quarrying, and Oil and Gas Extraction","https://www.marathonoil.com/","investorrelations@marathonoil.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"MS.N","Morgan Stanley","MS","Finance and Insurance","https://www.morganstanley.com/","investorrelations@morganstanley.com","United States","S&P 500","Morgan Stanley","United States","Provider","United States","Self"
"MSCI.N","MSCI Inc","MSCI","Information","https://www.msci.com/","jeremy.ulan@msci.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"MSFT.OQ","Microsoft Corp","MSFT","Information","https://www.microsoft.com/en-us","msft@microsoft.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"MSI.N","Motorola Solutions Inc","MSI","Manufacturing","https://www.motorolasolutions.com","investors@motorolasolutions.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"MTB.N","M&T Bank Corp","MTB","Finance and Insurance","https://www.mtb.com/","ir@mtb.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"MTCH.OQ","Match Group Inc","MTCH","Information","https://www.mtch.com/","IR@match.com","United States","S&P 500","Google","United States","Provider","United States","Managed"
"MTD.N","Mettler-Toledo International Inc","MTD","Manufacturing","https://www.mt.com/","mary.finnegan@mt.com","United States","S&P 500","Cisco","United States","Security","United States","Managed"
"MU.OQ","Micron Technology Inc","MU","Manufacturing","https://www.micron.com/",,"United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"NCLH.N","Norwegian Cruise Line Holdings Ltd","NCLH","Transportation and Warehousing","https://www.nclhltd.com/",,"United States","S&P 500","Unknown","Unknown","Unknown","Unknown","Unknown"
"NDAQ.OQ","Nasdaq Inc","NDAQ","Finance and Insurance","https://www.nasdaq.com/","investor.relations@nasdaq.com","United States","S&P 500","Cisco","United States","Security","United States","Managed"
"NDSN.OQ","Nordson Corp","NDSN","Manufacturing","https://www.nordson.com/",,"United States","S&P 500","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"NEE.N","Nextera Energy Inc","NEE","Utilities","https://www.nexteraenergy.com/","investors@nexteraenergy.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"NEM.N","Newmont Corporation","NEM","Mining, Quarrying, and Oil and Gas Extraction","https://newmont.com/","investor.relations@newmont.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"NFLX.OQ","Netflix Inc","NFLX","Information","https://www.netflix.com/",,"United States","S&P 500","Google","United States","Provider","United States","Managed"
"NI.N","NiSource Inc","NI","Utilities","https://www.nisource.com/","investors@nisource.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"NKE.N","Nike Inc","NKE","Manufacturing","https://about.nike.com/","Investor.Relations@nike.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"NOC.N","Northrop Grumman Corp","NOC","Manufacturing","https://www.northropgrumman.com/","investors@ngc.com","United States","S&P 500","Cisco","United States","Security","United States","Managed"
"NOW.N","ServiceNow Inc","NOW","Professional, Scientific, and Technical Services","https://www.servicenow.com/","ir@servicenow.com","United States","S&P 500","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"NRG.N","NRG Energy Inc","NRG","Utilities","https://www.nrg.com/","Investor.Relations@nrg.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"NSC.N","Norfolk Southern Corp","NSC","Transportation and Warehousing","http://www.nscorp.com/","luke.nichols@nscorp.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"NTAP.OQ","NetApp Inc","NTAP","Manufacturing","https://www.netapp.com/","investor_relations@netapp.com","United States","S&P 500","Cisco","United States","Security","United States","Managed"
"NTRS.OQ","Northern Trust Corp","NTRS","Finance and Insurance","https://www.northerntrust.com/united-states/",,"United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"NUE.N","Nucor Corp","NUE","Manufacturing","https://nucor.com/","Paul.Donnelly@nucor.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"NVDA.OQ","NVIDIA Corp","NVDA","Manufacturing","https://www.nvidia.com/",,"United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"NVR.N","NVR Inc","NVR","Construction","https://www.nvrinc.com/","ir@nvrinc.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"NWL.OQ","Newell Brands Inc","NWL","Manufacturing","https://www.newellbrands.com/","investor.relations@newellco.com","United States","S&P 500","CSC","United States","Security","United States","Managed"
"NWSA.OQ","News Corp","NWSA","Information","https://newscorp.com/","investor@newscorp.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"NXPI.OQ","NXP Semiconductors NV","NXPI","Manufacturing","https://www.nxp.com/","jeff.palmer@nxp.com","Netherlands","S&P 500","Microsoft","United States","Provider","United States","Managed"
"O.N","Realty Income Corp","O","Real Estate and Rental and Leasing","https://www.realtyincome.com/Home/default.aspx","ir@realtyincome.com","United States","S&P 500","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"ODFL.OQ","Old Dominion Freight Line Inc","ODFL","Transportation and Warehousing","https://www.odfl.com/","Investor.Relations@odfl.com","United States","S&P 500","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"OGN.N","Organon & Co","OGN","Manufacturing","https://www.organon.com/","investor_relations@organon.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"OKE.N","ONEOK Inc","OKE","Mining, Quarrying, and Oil and Gas Extraction","https://www.oneok.com/","ONEOKInvestorRelations@oneok.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"OMC.N","Omnicom Group Inc","OMC","Professional, Scientific, and Technical Services","https://www.omnicomgroup.com/","IR@OmnicomGroup.com","United States","S&P 500","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"ON.OQ","ON Semiconductor Corp","ON","Manufacturing","https://www.onsemi.com/","investor@onsemi.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"ORCL.N","Oracle Corp","ORCL","Information","https://www.oracle.com/","investor_us@oracle.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"ORLY.OQ","O'Reilly Automotive Inc","ORLY","Retail Trade","https://corporate.oreillyauto.com/corporate/",,"United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"OTIS.N","Otis Worldwide Corp","OTIS","Manufacturing","https://www.otis.com/","investorrelations@otis.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"OXY.N","Occidental Petroleum Corp","OXY","Mining, Quarrying, and Oil and Gas Extraction","https://www.oxy.com/","Investors@oxy.com","United States","S&P 500","Cisco","United States","Security","United States","Managed"
"PARA.OQ","Paramount Global","PARA","Information","https://www.paramount.com/","investorrelations@viacbs.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"PAYC.N","Paycom Software Inc","PAYC","Manufacturing","https://www.paycom.com/","investors@paycomonline.com","United States","S&P 500","Paycom Software Inc","United States","Provider","United States","Self"
"PAYX.OQ","Paychex Inc","PAYX","Professional, Scientific, and Technical Services","https://www.paychex.com/","tjallen@paychex.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"PCAR.OQ","Paccar Inc","PCAR","Manufacturing","https://www.paccar.com/","corporate.secretary@paccar.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"PCG.N","PG&E Corp","PCG","Utilities","https://www.pgecorp.com/","invrel@pge-corp.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"PEAK.N","Healthpeak Properties Inc","PEAK","Real Estate and Rental and Leasing","https://www.healthpeak.com/","investorrelations@healthpeak.com","United States","S&P 500","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"PEG.N","Public Service Enterprise Group Inc","PEG","Utilities","https://corporate.pseg.com/","justin.incardone@pseg.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"PEP.OQ","PepsiCo Inc","PEP","Manufacturing","https://www.pepsico.com/","investor@pepsico.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"PFE.N","Pfizer Inc","PFE","Manufacturing","https://www.pfizer.com/",,"United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"PFG.OQ","Principal Financial Group Inc","PFG","Finance and Insurance","https://www.principal.com/","egan.john@principal.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"PG.N","Procter & Gamble Co","PG","Manufacturing","https://us.pg.com/","pginvestor.im@pg.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"PGR.N","Progressive Corp","PGR","Finance and Insurance","https://www.progressive.com/","investor_relations@progressive.com","United States","S&P 500","Cisco","United States","Security","United States","Managed"
"PH.N","Parker-Hannifin Corp","PH","Manufacturing","https://www.parker.com/portal/site/PARKER/menuitem.b90576e27a4d71ae1bfcc510237ad1ca/?vgnextoid=c38888b5bd16e010VgnVCM1000000308a8c0RCRD&vgnextfmt=EN",,"United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"PHM.N","Pultegroup Inc","PHM","Construction","https://www.pultegroupinc.com/","jim.zeumer@pultegroup.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"PKG.N","Packaging Corp of America","PKG","Manufacturing","https://www.packagingcorp.com/","bsessions@packagingcorp.com","United States","S&P 500","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"PKI.N","PerkinElmer Inc","PKI","Manufacturing","https://www.perkinelmer.com/","ir@perkinelmer.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"PLD.N","Prologis Inc","PLD","Real Estate and Rental and Leasing","https://www.prologis.com/","tward@prologis.com","United States","S&P 500","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"PM.N","Philip Morris International Inc","PM","Manufacturing","https://www.pmi.com/","InvestorRelations@pmi.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"PNC.N","PNC Financial Services Group Inc","PNC","Finance and Insurance","https://www.pnc.com/","investor.relations@pnc.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"PNR.N","Pentair PLC","PNR","Manufacturing","https://www.pentair.com/","dan.complin@pentair.com","United Kingdom","S&P 500","ProofPoint","United States","Security","United States","Managed"
"PNW.N","Pinnacle West Capital Corp","PNW","Utilities","https://www.pinnaclewest.com/","investorrelations@pinnaclewest.com","United States","S&P 500","Cisco","United States","Security","United States","Managed"
"POOL.OQ","Pool Corp","POOL","Wholesale Trade","https://www.poolcorp.com/","investor.relations@poolcorp.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"PPG.N","PPG Industries Inc","PPG","Manufacturing","https://www.ppg.com/","jbruno@ppg.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"PPL.N","PPL Corp","PPL","Utilities","https://www.pplweb.com/","invrel@pplweb.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"PRU.N","Prudential Financial Inc","PRU","Finance and Insurance","https://www.prudential.com/","investor.relations@prudential.com","United States","S&P 500","Prudential Financial Inc","United States","Provider","United States","Self"
"PSA.N","Public Storage","PSA","Real Estate and Rental and Leasing","https://www.publicstorage.com/",,"United States","S&P 500","Cisco","United States","Security","United States","Managed"
"PSX.N","Phillips 66","PSX","Manufacturing","https://www.phillips66.com/","investorrelations@p66.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"PTC.OQ","PTC Inc","PTC","Information","https://www.ptc.com/","Investor@ptc.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"PWR.N","Quanta Services Inc","PWR","Construction","https://www.quantaservices.com/","investors@quantaservices.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"PXD.N","Pioneer Natural Resources Co","PXD","Mining, Quarrying, and Oil and Gas Extraction","https://www.pxd.com/","IR@pxd.com","United States","S&P 500","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"PYPL.OQ","PayPal Holdings Inc","PYPL","Finance and Insurance","https://www.paypal.com/","investorrelations@paypal.com","United States","S&P 500","Unknown","Unknown","Unknown","Unknown","Unknown"
"QCOM.OQ","Qualcomm Inc","QCOM","Manufacturing","https://www.qualcomm.com/","ir@qualcomm.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"QRVO.OQ","Qorvo Inc","QRVO","Manufacturing","https://www.qorvo.com/","investor-relations@qorvo.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"RCL.N","Royal Caribbean Cruises Ltd","RCL","Transportation and Warehousing","https://www.royalcaribbeangroup.com/",,"United States","S&P 500","Unknown","Unknown","Unknown","Unknown","Unknown"
"RE.N","Everest Re Group Ltd","RE","Finance and Insurance","https://www.everestre.com/","Investor.Relations@everestre.com","Bermuda","S&P 500","Microsoft","United States","Provider","United States","Managed"
"REG.OQ","Regency Centers Corp","REG","Real Estate and Rental and Leasing","https://www.regencycenters.com/","investors.regencycenters.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"REGN.OQ","Regeneron Pharmaceuticals Inc","REGN","Professional, Scientific, and Technical Services","https://www.regeneron.com/","invest@regeneron.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"RF.N","Regions Financial Corp","RF","Finance and Insurance","https://www.regions.com/","Investors@regions.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"RHI.N","Robert Half International Inc","RHI","Administrative and Support and Waste Management and Remediation Services","https://www.roberthalf.com/","investor.relations@roberthalf.com","United States","S&P 500","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"RJF.N","Raymond James Financial Inc","RJF","Finance and Insurance","https://www.raymondjames.com/","investorrelations@raymondjames.com","United States","S&P 500","Unknown","Unknown","Unknown","Unknown","Unknown"
"RL.N","Ralph Lauren Corp","RL","Retail Trade","https://investor.ralphlauren.com/",,"United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"RMD.N","Resmed Inc","RMD","Manufacturing","https://www.resmed.com/","InvestorRelations@resmed.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"ROK.N","Rockwell Automation Inc","ROK","Manufacturing","https://www.rockwellautomation.com/","bmpikus@ra.rockwell.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"ROL.N","Rollins Inc","ROL","Administrative and Support and Waste Management and Remediation Services","https://www.rollins.com/","InvestorRelations@rollins.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"ROP.N","Roper Technologies Inc","ROP","Manufacturing","https://www.ropertech.com/","investor-relations@ropertech.com","United States","S&P 500","Barracuda","United States","Security","United States","Managed"
"ROST.OQ","Ross Stores Inc","ROST","Retail Trade","https://www.rossstores.com/","investor.relations1@ros.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"RSG.N","Republic Services Inc","RSG","Administrative and Support and Waste Management and Remediation Services","https://www.republicservices.com/",,"United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"RTX.N","Raytheon Technologies Corp","RTX","Manufacturing","https://www.rtx.com/","investors@rtx.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"SBAC.OQ","SBA Communications Corp","SBAC","Real Estate and Rental and Leasing","https://ir.sbasite.com/overview/default.aspx",,"United States","S&P 500","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"SBNY.OQ","Signature Bank","SBNY","Finance and Insurance","https://www.signatureny.com/","ir@signatureny.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"SBUX.OQ","Starbucks Corp","SBUX","Accommodation and Food Services","https://www.starbucks.com/","investorrelations@starbucks.com","United States","S&P 500","Cisco","United States","Security","United States","Managed"
"SCHW.N","Charles Schwab Corp","SCHW","Finance and Insurance","https://www.schwab.com/",,"United States","S&P 500","Charles Schwab Corp","United States","Provider","United States","Self"
"SEDG.OQ","Solaredge Technologies Inc","SEDG","Manufacturing","https://www.solaredge.com/","investors@solaredge.com","Israel","S&P 500","Microsoft","United States","Provider","United States","Managed"
"SEE.N","Sealed Air Corp","SEE","Manufacturing","https://sealedair.com/","Brian.c.sullivan@sealedair.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"SHW.N","Sherwin-Williams Co","SHW","Manufacturing","https://www.sherwin-williams.com/","james.r.jaye@sherwin.com","United States","S&P 500","Sherwin-Williams Co","United States","Provider","United States","Self"
"SIVB.OQ","SVB Financial Group","SIVB","Finance and Insurance","https://www.svb.com/","ir@svb.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"SJM.N","J M Smucker Co","SJM","Manufacturing","https://www.jmsmucker.com/",,"United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"SLB.N","Schlumberger NV","SLB","Mining, Quarrying, and Oil and Gas Extraction","https://www.slb.com/",,"United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"SNA.N","Snap-On Inc","SNA","Manufacturing","https://www.snapon.com/","Sara.M.Verbsky@snapon.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"SNPS.OQ","Synopsys Inc","SNPS","Professional, Scientific, and Technical Services","https://www.synopsys.com/",,"United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"SO.N","Southern Co","SO","Utilities","https://www.southerncompany.com/",,"United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"SPG.N","Simon Property Group Inc","SPG","Real Estate and Rental and Leasing","http://www.simon.com/","ircontact@simon.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"SPGI.N","S&P Global Inc","SPGI","Information","https://www.spglobal.com/","investor.relations@spglobal.com","United States","S&P 500","S&P Global Inc","United States","Provider","United States","Self"
"SRE.N","Sempra Energy","SRE","Utilities","https://www.sempra.com/",,"United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"STE.N","STERIS plc","STE","Manufacturing","https://www.steris.com/",,"Ireland","S&P 500","ProofPoint","United States","Security","United States","Managed"
"STT.N","State Street Corp","STT","Finance and Insurance","https://www.statestreet.com/home.html","IR@StateStreet.com","United States","S&P 500","Symantec","United States","Security","United States","Managed"
"STX.OQ","Seagate Technology Holdings PLC","STX","Manufacturing","https://investors.seagate.com/overview/default.aspx","stx@seagate.com","Ireland","S&P 500","Cisco","United States","Security","United States","Managed"
